cosmx_threshold,f1_gain,f1_loss,f1_mean,accuracy_3class
0.081725,0.4444444444444444,0.1568627450980392,0.3006535947712418,0.9145597210113339
0.005131,0.5136186770428015,0.08695652173913043,0.30028759939096594,0.7262423714036618
0.005165,0.5136186770428015,0.08695652173913043,0.30028759939096594,0.7262423714036618
0.004931,0.5057471264367817,0.0947867298578199,0.30026692814730077,0.7210113339145597
0.081688,0.4444444444444444,0.15384615384615385,0.29914529914529914,0.9136878814298169
0.005116,0.5116279069767442,0.08653846153846154,0.2990831842576029,0.7244986922406277
0.005127,0.5116279069767442,0.08653846153846154,0.2990831842576029,0.7244986922406277
0.004921,0.5019011406844106,0.0947867298578199,0.29834393527111525,0.7192676547515258
0.004928,0.5019011406844106,0.0947867298578199,0.29834393527111525,0.7192676547515258
0.005067,0.5096525096525096,0.08653846153846154,0.2980954855954856,0.7236268526591108
0.005008,0.5096525096525096,0.0861244019138756,0.2978884557831926,0.7227550130775937
0.004905,0.5,0.0947867298578199,0.29739336492890994,0.7183958151700087
0.004993,0.5076923076923077,0.0861244019138756,0.29690835480309163,0.7218831734960767
0.004884,0.4981132075471698,0.09389671361502347,0.29600496058109665,0.7157802964254577
0.004445,0.4888888888888889,0.10232558139534884,0.29560723514211884,0.7114210985178727
0.004477,0.4888888888888889,0.10232558139534884,0.29560723514211884,0.7114210985178727
0.004781,0.49624060150375937,0.09389671361502347,0.29506865755939143,0.7149084568439407
0.00462,0.49624060150375937,0.09345794392523364,0.2948492727144965,0.7140366172624237
0.004736,0.49624060150375937,0.09345794392523364,0.2948492727144965,0.7140366172624237
0.004386,0.4870848708487085,0.10232558139534884,0.29470522612202865,0.7105492589363557
0.004566,0.4943820224719101,0.09345794392523364,0.2939199831985719,0.7131647776809067
0.004356,0.4852941176470588,0.10232558139534884,0.2938098495212038,0.7096774193548387
0.004352,0.4835164835164835,0.10232558139534884,0.29292103245591616,0.7088055797733217
0.004522,0.49070631970260226,0.09345794392523364,0.29208213181391796,0.7114210985178727
0.004545,0.49070631970260226,0.09345794392523364,0.29208213181391796,0.7114210985178727
0.004332,0.48175182481751827,0.10232558139534884,0.29203870310643354,0.7079337401918047
0.00426,0.48175182481751827,0.10185185185185185,0.29180183833468504,0.7070619006102877
0.004173,0.4782608695652174,0.10185185185185185,0.29005636070853463,0.7053182214472538
0.00413,0.47653429602888087,0.10185185185185185,0.28919307394036636,0.7044463818657367
0.00414,0.47653429602888087,0.10185185185185185,0.28919307394036636,0.7044463818657367
