snpatho_threshold,auc_gain,auc_loss,auc_mean,n_truth_gain,n_truth_loss
0.005944,0.8863001745200699,0.8999300559552359,0.8931151152376529,192,139
0.006014,0.8863001745200699,0.8999300559552359,0.8931151152376529,192,139
0.005541,0.8835797254487857,0.9026323806358703,0.893106053042328,200,144
0.005556,0.8835797254487857,0.9026323806358703,0.893106053042328,200,144
0.010365,0.8986734159539187,0.8875263181472025,0.8930998670505605,136,84
0.005682,0.8835797254487857,0.9026197425376817,0.8930997339932337,200,141
0.010712,0.8972309299895508,0.8888335963102317,0.8930322631498913,132,77
0.010721,0.8972309299895508,0.8888335963102317,0.8930322631498913,132,77
0.005913,0.8858569249575405,0.8999300559552359,0.8928934904563882,194,139
0.005462,0.882992327365729,0.9026323806358703,0.8928123540007996,204,144
0.005467,0.882992327365729,0.9026323806358703,0.8928123540007996,204,144
0.016422,0.9417561605061604,0.8438032627221816,0.892779711614171,91,37
0.022286,0.970971837488458,0.8145302897278315,0.8927510636081447,64,8
0.022308,0.970971837488458,0.8145302897278315,0.8927510636081447,64,8
0.005916,0.8854944004518743,0.8999300559552359,0.8927122282035551,193,139
0.005509,0.8826654093980827,0.9026323806358703,0.8926488950169764,202,144
0.005514,0.8826654093980827,0.9026323806358703,0.8926488950169764,202,144
0.004551,0.8803565501872838,0.9048267654059772,0.8925916577966304,230,152
0.022425,0.9706407016500669,0.8145302897278315,0.8925854956889492,62,8
0.005344,0.881806169639681,0.9030284259068071,0.8924172977732441,210,145
0.005363,0.881806169639681,0.9030284259068071,0.8924172977732441,210,145
0.005684,0.8835797254487857,0.9011632855724218,0.8923715055106037,200,140
0.016607,0.9417561605061604,0.842909290929093,0.8923327257176267,91,36
0.005066,0.880407226270087,0.904164328821863,0.892285777545975,215,146
0.010389,0.8973063973063972,0.8872520155811214,0.8922792064437592,135,83
0.005316,0.8814700837453334,0.9030284259068071,0.8922492548260703,212,145
0.005323,0.8814700837453334,0.9030284259068071,0.8922492548260703,212,145
0.022607,0.9698396884340186,0.8145302897278315,0.892184989080925,61,8
0.022625,0.9698396884340186,0.8145302897278315,0.892184989080925,61,8
0.005389,0.8809467309101039,0.9030284259068071,0.8919875784084554,206,145
0.022213,0.9694446780478232,0.8145302897278315,0.8919874838878273,66,8
0.010413,0.8973199157224735,0.8866330834114339,0.8919764995669537,134,80
0.00525,0.8808235918702608,0.9030284259068071,0.8919260088885339,214,145
0.001806,0.8687720749917638,0.915041317292502,0.8919066961421329,313,211
0.010436,0.8973199157224735,0.8864862920054688,0.8919031038639711,134,78
0.010442,0.8973199157224735,0.8864862920054688,0.8919031038639711,134,78
0.00457,0.8803565501872838,0.903421633554084,0.8918890918706839,230,151
0.005863,0.8825940470825554,0.9011632855724218,0.8918786663274886,196,140
0.005889,0.8825940470825554,0.9011632855724218,0.8918786663274886,196,140
0.018238,0.9475609203732223,0.8361853832442068,0.8918731518087145,83,25
0.004986,0.881477627471384,0.9022468414360307,0.8918622344537074,217,148
0.005375,0.8806917463254189,0.9030284259068071,0.891860086116113,207,145
0.00578,0.8825345126714991,0.9011632855724218,0.8918488991219604,198,140
0.016323,0.9417561605061604,0.841869918699187,0.8918130396026738,91,40
0.016331,0.9417561605061604,0.841869918699187,0.8918130396026738,91,40
0.00191,0.8685806087849788,0.9150150119166761,0.8917978103508275,309,206
0.005893,0.8824175824175825,0.9011632855724218,0.8917904339950021,195,140
0.005396,0.8809467309101039,0.9026323806358703,0.8917895557729871,206,144
0.005442,0.8809467309101039,0.9026323806358703,0.8917895557729871,206,144
